"Type","Source","Material","P","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Ni","Cu","Zn","As","Se","Rb","Sr","Y","Zr","Nb","Mo","Sn","Pb","Bi","U","Th"
"geological","KG","gn",0,0,0,36862,22103,1257,119,92,642,27896,0,0,94,0,0,148,57,23.4,469,19.4,0,0,0,0,12,14
"geological","KG","gn",0,0,0,37283,22375,1355,115,101,652,28285,19,0,86,0,0,153,61.6,23.3,480,18.4,0,0,0,0,12,14
"geological","KG","gn",0,0,0,35198,3237,1806,101,45,631,20464,17,0,42,0,0,126.5,61.3,23.8,228,25.2,0,0,6.1,0,12,13
"geological","KG","gn",0,2389,0,41048,1190,1392,29,0,555,45825,0,0,104,0,0,250,46,19.5,157,10.1,0,0,0,0,17,0
"geological","KG","gn",0,4391,0,39301,1816,5217,123,96,907,59181,0,15,179,0,0,174,78,21.9,2194,74,0,47,0,0,17,0
"geological","KG","gn",0,0,0,34451,5648,3252,84,44,580,29062,0,0,56,8,0,149,297,27.2,494,39.2,0,0,11,0,0,29
"geological","KG","gn",0,0,0,31606,12497,1408,100,57,420,23022,0,17,73,5.5,0,164,197,28.9,1491,29.3,0,31,0,0,0,30
"geological","KG","gn",0,0,0,31082,12656,1424,109,73,432,22747,0,0,68,5.5,0,160,197,24.2,1515,30.2,0,0,0,0,0,82
"geological","KG","gn",0,0,0,31528,12819,1489,106,64,429,23033,0,0,67,6.5,0,166,195,28.4,1557,29.5,0,0,0,0,0,38
"geological","KG","gn",0,0,0,31468,12745,1456,98,68,424,22976,0,0,71,0,0,166,198,26.3,1483,28.4,0,0,0,0,0,36
"geological","KG","gn",0,0,0,31580,12183,1442,103,63,411,22916,29,0,68,6.9,0,158,195,26.9,1520,30.8,0,0,0,0,0,36
"geological","KG","gn",0,1844,0,41725,0,2230,24,0,423,32247,19,0,96,0,0,207,27.1,31.4,347,23.5,0,31,0,0,26,0
"geological","KG","gn",0,0,0,33352,8994,831,106,98,267,15575,0,0,83,0,0,257,35,44.9,779,30.6,0,0,0,0,33,0
"geological","KG","gn",0,0,0,37730,2587,1866,132,73,457,22953,0,0,64,0,0,136,67.5,33.7,176,24.4,0,0,0,0,9,14
"geological","LD","fgv",0,0,0,31993,72766,8767,164,30,1068,51490,0,0,81,10.2,0,89,1539,26.7,541,132,7.6,0,16,0,0,83
"geological","LD","fgv",0,0,0,36556,36000,9346,166,56,1027,54232,0,0,106,10.6,0,80.8,1103,29.8,588,142,0,0,16,0,0,64
"geological","LD","fgv",0,0,0,34473,34288,9051,162,33,1001,53665,0,0,100,8.8,0,76.3,1150,29.3,602,150,6.5,39,14,0,0,64
"geological","LD","fgv",0,0,0,35424,34840,9330,152,43,1001,54115,0,0,109,8.5,0,78.4,1167,30.6,609,152,8.3,37,15,0,0,59
"geological","LD","fgv",0,0,0,34232,34856,9238,153,54,1013,53142,38,0,99,7.5,0,79,1132,30.5,597,151,5.5,36,16,0,0,72
"geological","LD","fgv",0,0,0,34663,34941,9194,163,51,1016,54399,0,0,102,8.9,0,80.5,1169,32.1,621,147,0,48,18,0,0,73
"geological","LD","fgv",0,0,0,33332,45405,9079,199,42,1471,51034,0,0,79,11.2,0,77.1,1379,24.7,494,128,0,0,14,0,0,71
"geological","LD","fgv",0,0,0,29545,58840,10452,186,29,1209,53298,0,0,68,9.3,0,74.4,1283,23.6,435,111,7.8,0,13,0,0,65
"geological","LD","fgv",0,0,0,21367,490250,5281,268,29,1159,29282,41,45,52,40,7.9,79,6426,0,344,124,47,0,24,0,0,287
"geological","LD","fgv",0,0,0,40836,38397,9340,162,37,1070,52932,28,0,101,0,0,82.5,1127,24.3,582,140,0,44,21,0,0,48
"geological","LD","fgv",0,0,0,24889,54837,9019,141,37,840,39669,0,18,58,15.5,0,65.7,2347,14.5,377,92,13.2,0,13,0,0,119
"geological","LD","fgv",0,0,0,24888,54405,8912,142,40,835,39569,0,0,48,14.1,0,63.6,2358,17.3,373,91,13.9,34,16,0,0,125
"geological","LD","fgv",0,0,0,24740,54308,8919,157,0,811,39546,28,0,47,14.2,0,64.5,2326,13.2,370,92,15.4,44,14,0,0,137
"geological","LD","fgv",0,0,0,24441,53245,8804,139,32,840,40257,23,0,54,15.4,0,69.1,2359,14.7,369,90,12,0,14,0,0,149
"geological","LD","fgv",0,0,0,25189,54857,8988,146,33,858,39354,25,0,55,16.9,0,65.8,2327,15.8,387,93,10.9,38,11,0,0,111
"geological","LD","fgv",0,0,0,35491,49096,9451,162,37,1441,53725,0,0,95,8.3,0,104,1044,24.2,547,121,0,44,8,0,0,33
"geological","LD","fgv",0,0,0,25302,33896,7288,132,0,1152,43045,0,0,96,7,0,55.1,1022,21.8,458,103,0,37,10,0,0,33
"geological","LD","fgv",0,0,0,32753,46696,11383,412,57,1147,53409,0,0,77,7,0,68.7,1431,27.1,485,120,0,0,13,0,0,38
"geological","LD","fgv",0,0,0,24142,74929,10955,164,30,1506,55499,0,0,83,0,0,50.3,1265,26.8,497,122,7.1,61,12,0,0,42
"geological","LD","fgv",0,0,0,36778,37142,8925,181,40,1091,48983,0,0,88,0,0,86,1439,27.3,581,138,0,35,20,0,0,57
"geological","LD","fgv",0,0,0,35705,35712,8600,185,55,1060,49077,0,0,92,7.9,0,90,1391,27.6,553,136,0,31,14,0,0,50
"geological","LD","fgv",0,0,0,35521,35983,8630,176,23,1076,48721,0,0,88,7.2,0,90,1406,23.9,556,132,0,31,15,0,0,60
"geological","LD","fgv",0,0,0,35505,35714,8554,171,43,1071,48858,0,0,95,6.9,0,87,1436,27.3,572,138,7.1,33,15,0,0,51
"geological","LD","fgv",0,0,0,35344,36324,8730,180,25,1069,48855,0,0,88,0,0,90,1418,30.3,576,140,8.2,0,18,0,0,54
"geological","LD","fgv",0,0,1298,32424,47600,12469,184,40,1297,68417,25,0,117,7.3,0,75.7,1350,29.9,576,143,0,39,16,0,0,51
"geological","LD","fgv",0,0,0,31835,92602,8415,153,25,1070,40680,0,0,68,8,0,78,2082,27.5,500,137,14.7,42,16,0,0,61
"geological","LD","fgv",0,0,0,28573,34792,7305,137,27,1081,49498,0,0,100,7.4,0,70.9,951,26.3,526,122,6.7,0,8,0,0,43
"geological","LD","fgv",0,0,0,33269,47724,12369,181,47,1302,63880,27,0,99,6.8,0,79.6,1389,29.3,567,149,7.3,31,16,0,0,68
